@relation plural
@attribute frequency NUMERIC
@attribute p1 {+, +l, +r, -, =, =l, =v, J, N, S, Sl, Sm, Sn, Sp, Spl, Spr, Sr, St, Str, Sv, Z, _, b, bl, br, d, dl, dm, dn, dr, f, fl, fr, g, gl, gm, gn, gr, h, j, k, kl, kn, kr, ks, kv, l, m, n, p, pj, pl, pn, pr, ps, pt, r, s, s=, sf, sk, skl, skr, sl, sm, sp, st, stj, str, sv, t, tl, tn, tr, v, vj, x, z}
@attribute p2 {#, &, ), -, /, 0, 1, 2, 6, @, B, E, I, O, U, W, X, Y, a, e, i, o, q, u, y, |, ~}
@attribute p3 {+, -, =, =t, J, N, Nk, Nkt, Ns, Nst, Nt, S, d, f, f=, fs, ft, k, ks, kst, kt, l, l=, lS, lf, lfs, lk, lks, lm, lp, lps, lpst, ls, lst, lt, lx, m, m+, m=, mf, mp, ms, mt, n, n=, nJ, nS, nd, nf, nf=, nft, ns, nst, nt, ntl, nx, p, ps, pst, pt, r, r=, rS, rf, rk, rkt, rl, rm, rn, rnst, rp, rpst, rs, rst, rt, rx, s, sp, st, t, x, x=, xs, xst, xt}
@attribute p4 {+, +l, +r, -, =, =l, =v, J, N, Nl, S, Sl, Sm, Sn, Sp, Spl, Spr, Sr, St, Str, Sv, Z, _, _m, b, bl, br, d, dl, dn, dr, f, fj, fl, fr, ft, g, gl, gm, gn, gr, h, j, k, kl, kn, kr, ks, kv, l, m, ml, n, p, pl, pn, pr, ps, r, s, s=, sf, sk, skr, skv, sl, sn, sp, sr, st, str, sv, t, tl, tn, tr, tv, v, vj, vr, x, xl, z, zn} 
@attribute p5 {#, $, &, ), /, 0, 4, @, B, E, I, O, U, W, X, Y, ^, a, e, i, o, q, u, y, (, |, ~}
@attribute p6 {+, -, =, J, N, Nk, Nks, Nkt, Nst, S, Z, _, b, f, ft, k, ks, kst, kt, l, l=, lf, lk, lm, lp, lps, ls, lst, lt, lx, m, m+, mS, mf, mp, mps, ms, mt, n, n=, nJ, nS, nd, nf, nft, ns, nst, nt, nx, p, ps, pst, pt, r, r=, r=t, rS, rf, rft, rk, rkt, rl, rm, rn, rp, rpst, rpt, rs, rst, rt, rx, s, sk, st, t, v, x, x=, xt}
@attribute gender {-, F, FM, FN, M, MF, MN, N, NF, NM}
@attribute class {-, U, Ue, Uer, e, en, er, s}

@data
0,-,a,-,k,@,-,M,en
0,f,@,-,r,I,n,F,en
0,p,@,r,x,@,n,N,-
5,r,y,-,p,@,l,M,-
13,-,-,-,h,&,l,F,s
1,z,W,-,f,@,-,F,en
0,n,@,-,r,W,-,F,en
9,=,W,-,x,@,n,N,-
3,g,@,-,f,y,l,N,e
80,-,U,r,t,W,l,N,e
1041,-,-,-,m,&,xt,F,Ue
0,x,@,n,m,e,l,N,e
44,-,o,-,m,a,-,F,s
42,br,U,x,t,W,l,M,e
5,Str,a,-,l,@,r,M,-
176,-,-,-,=,I,ns,M,en
6,fl,I,-,m,@,r,M,-
0,=,I,-,l,U,s,M,en
13,l,i,-,d,@,-,M,en
0,Sl,a,k,b,&,l,M,Ue
3,t,@,-,r,U,N,F,en
342,m,o,-,d,E,l,N,e
1,gl,O,-,s,a,r,N,e
0,n,i,-,-,E,nt,M,en
5,z,O,-,vr,I,n,M,s
9,-,-,-,sf,I,Nks,F,e
1,z,i,-,-,o,n,F,en
0,=,&,-,N,@,-,F,en
8,b,@,-,r,I,xt,M,e
0,m,@,r,n,&,xt,F,Ue
4,k,&,r,t,@,-,F,en
0,St,a,-,z,@,-,F,en
7,b,e,-,r,@,-,F,en
1,r,&,n,t,@,l,F,en
9,h,&,l,t,@,r,M,-
39,-,E,ks,tr,e,m,N,e
3,p,&,s,t,@,-,F,en
252,k,U,n,d,@,-,M,en
0,f,&,r,b,@,-,F,en
8,t,@,-,r,U,N,F,en
7,v,o,-,n,U,N,F,en
1,-,e,r,d,@,-,F,en
0,-,&,p,kl,&,J,M,e
8,n,I,x,t,u,m,N,Uer
205,tr,W,-,d,@,-,N,-
15,=,i,-,t,),t,F,en
1,=,i,-,-,o,n,F,en
33,k,O,-,m,@,n,N,-
2,t,I,-,g,U,N,F,en
1,v,a,-,r,@,-,F,en
174,d,@,r,gr,U,nt,M,Ue
1,l,W,-,t,@,r,M,-
14,k,U,m,p,a,n,M,e
2,S,I,n,d,@,r,M,-
2,-,&,-,t,u,r,F,en
8,d,u,-,-,o,-,N,s
10,g,u,t,Sr,I,ft,F,en
2,Sn,U,l,=,@,-,F,en
0,m,@,ns,tr,U,Nk,M,Ue
0,z,E,-,=,U,N,F,en
3,g,@,-,b,u,rt,F,en
0,l,I,n,z,@,-,F,en
9,z,y,t,z,e,-,F,en
1,d,X,-,t,U,N,F,en
0,b,@,r,v,U,rf,M,Ue
0,t,),-,t,@,r,M,-
19,sp,E,k,t,O,r,M,en
1,f,O,l,g,@,-,F,en
1,t,@,r,h,E,r=,N,en
0,-,-,-,r,&,m,M,e
0,-,-,-,St,e,r,M,e
2,t,@,r,l,&,nt,N,Uer
1,k,&,-,m,@,r,F,en
1,Sp,W,-,z,U,N,F,en
151,v,o,-,n,@,r,M,-
11,d,o,-,n,y,m,N,e
3,g,@,-,St,y,l,N,e
5,-,B,-,t,o,-,N,s
1,z,I,x,k,W,t,F,en
0,z,i,-,-,o,n,F,en
24,b,u,-,d,@,-,F,en
4,=,I,-,m,@,r,M,-
0,p,o,-,t,E,n=,F,en
2,b,I,n,d,@,r,M,-
20,Str,a,-,f,@,-,F,en
0,-,&,l,r,E,xt,N,e
0,x,@,n,b,u,x,N,Uer
37,l,o,-,v,@,r,M,-
0,bl,E,n,d,@,-,F,en
0,g,@,-,r,I,xt,N,e
2,p,I,-,l,@,-,F,en
3,d,I,-,g,@,r,M,-
33,n,i,-,r,U,N,F,en
19,t,@,r,m,&,n,M,Uer
0,kn,/,sp,x,@,n,N,-
5,p,&,r,t,W,-,F,en
0,m,),r,x,@,n,N,-
4,r,W,-,t,U,N,F,en
7,h,E,n,dl,@,r,M,-
0,-,&,l,b,@,-,F,en
0,r,o,-,f,y,t,M,en
0,Sp,i,-,g,@,l,M,-
18,m,W,s,t,@,r,M,-
4,-,&,t,v,E,nt,M,e
254,z,i,-,d,E,nt,M,en
2,Sp,i,-,g,@,l,M,-
6,z,B,-,n,@,-,F,en
0,g,@,-,f,),s,N,e
0,m,&,-,x,@,r,M,-
28,St,W,n,m,E,=,M,en
0,St,U,n,d,@,-,F,en
1,-,&,l,t,a,n,M,e
0,Sl,/,s,l,W,n,N,-
9,g,e,p,n,I,s,N,e
12,=,i,-,-,o,n,F,en
108,t,&,-,l,E,nt,N,e
6,Z,&,n,d,&,rm,M,en
0,v,&,S,v,W,p,N,er
10,St,|,-,r,U,N,F,en
0,b,u,-,x,@,-,F,en
9,l,W,-,t,U,N,F,en
0,t,&,-,ks,I,s,F,en
0,r,X,-,g,E,lt,N,er
0,-,E,r,l,B,xt,F,en
0,k,@,n,-,W,-,N,er
0,p,a,-,t,@,-,M,en
4,t,i,-,g,@,l,M,-
0,S,e,-,r,@,-,F,en
22,z,&,nt,S,&,ft,F,en
0,r,I,N,l,W,n,N,-
2,n,I,s,m,U,s,M,en
5,-,B,s,v,U,rf,M,Ue
1,v,&,-,S,U,N,F,en
5,k,a,-,d,@,-,F,en
2,=v,I,-,N,U,N,F,en
5,l,a,-,m,a,-,N,s
233,m,o,-,m,E,nt,N,e
51,g,E,r,st,@,-,F,en
0,=v,E,J,g,@,-,F,en
1,m,U,s,t,@,r,N,-
0,sp,O,t,l,W,t,N,s
1,=,Y,x,t,@,r,M,-
45,St,&,-,t,U,N,F,en
41,g,@,-,r,U,N,F,en
3,z,@,-,l,O,x,N,Uer
104,v,O,-,l,@,-,F,en
3,=,W,-,t,U,N,F,en
3,Sp,a,-,r,U,N,F,en
0,z,Y,s,t,e,m,N,e
67,z,i,-,r,U,N,F,en
0,g,@,n,br,o,t,N,e
4,b,y,-,r,o,-,N,s
25,p,E,r,z,@,r,M,-
0,Sp,O,rt,v,E,lt,F,en
0,t,@,-,r,@,r,M,-
8,St,Y,-,=,U,N,F,en
0,p,@,r,gr,W,s,M,e
22,r,@,-,r,I,n,F,en
0,v,a,-,r,@,-,F,en
0,k,@,-,r,W,-,F,en
6,-,W,-,d,@,r,F,en
20,k,&,s,t,E,l,N,e
735,St,E,-,l,U,N,F,en
220,k,O,n,=,E,rt,N,e
5,br,U,-,n,@,n,M,-
0,S,i,-,n,@,-,F,en
0,bl,E,-,s,@,-,F,en
0,m,&,n,d,o,-,N,s
3,z,&,-,t,i,f,M,e
3,n,~,-,s,@,-,F,en
0,t,@,-,l,U,N,F,en
10,S,u,-,l,@,-,F,en
5,f,E,s,p,@,r,F,en
0,-,&,-,k,O,rt,M,e
0,m,e,-,t,@,r,N,-
0,l,e,-,n,@,-,F,en
4,-,&,n,tr,i,p,M,e
8,z,E,-,l,@,r,M,-
12,-,U,l,st,@,r,M,-
0,kr,a,m,m,&,rkt,M,Ue
25,-,-,-,m,o,s,N,e
12,r,&,-,t,O,n,M,s
1,p,@,-,r,W,-,F,en
49,-,B,s,v,W,s,M,e
0,bl,u,-,m,@,-,F,en
624,p,e,-,t,@,r,M,-
5,=,Y,r,x,@,r,M,-
0,=v,I,-,k,@,r,M,-
0,z,i,-,t,O,r,M,en
13,l,a,-,g,@,r,N,-
37,j,a,rs,t,a,k,M,e
0,t,@,r,St,O,k,M,Ue
0,bl,E,n,d,U,N,F,en
0,z,@,n,b,&,Nk,F,Ue
7,r,e,-,=,E,pt,N,e
1,gr,O,-,t,@,-,F,en
0,g,a,r,t,@,n,M,U
203,-,&,p,=,u,k,M,Ue
8,m,E,s,v,e,rt,M,e
68,=,E,n,z,u,r,F,en
0,gl,W,-,x,U,N,F,en
0,r,O,-,l,@,-,F,en
14,=,W,-,x,@,n,N,-
0,n,a,-,d,@,l,F,en
0,tr,i,-,=,E,ps,M,e
1,fl,u,-,x,U,N,F,en
829,z,E,-,=,U,N,F,en
0,kl,o,s,t,@,r,N,U
0,Sp,e,-,=,i,-,M,-
2,t,I,-,g,U,N,F,en
12,n,a,l,f,I,lm,M,e
11,b,@,-,n,@,-,F,en
22,fr,U,x,t,U,N,F,en
34,Sl,X,-,z,@,-,F,en
224,v,I,r,k,U,N,F,en
46,St,Y,r,m,@,r,M,-
0,g,@,-,l,W,-,F,en
4,=,u,-,St,&,nt,M,Ue
22,f,O,r,S,U,N,F,en
92,f,@,-,r,E,n=,F,en
17,t,i,-,-,o,n,F,en
0,f,i,-,r,U,N,F,en
15,ks,i,-,r,U,N,F,en
0,r,&,-,l,I,st,M,en
2,l,W,-,t,@,r,M,-
18,St,E,-,l,U,N,F,en
4,k,O,r,k,@,n,M,-
0,St,E,-,l,@,-,F,en
0,sk,&,-,l,a,r,M,e
36,h,&,l=,pl,a,n,M,Ue
4,St,u,-,f,@,-,F,en
0,Spr,U,N,St,a,p,M,Ue
17,-,B,f,r,u,r,M,e
1,-,o,-,n,),r,M,e
0,=,i,-,-,o,n,F,en
0,l,e,-,-,B,t,N,s
7,kl,W,n,k,U,nst,F,Ue
1,St,W,-,g,@,-,F,en
0,h,&,l,t,@,r,M,-
27,=,i,-,-,U,N,F,en
7,=,@,n,l,I,xt,N,er
0,=,W,-,St,a,t,M,en
0,k,@,-,r,W,-,F,en
10,r,U,nt,f,a,rt,F,en
4,S,W,-,b,@,-,F,en
31,-,-,-,+,a,t,M,e
2,St,E,k,Sp,i,l,N,e
10,=,i,-,-,@,-,F,en
1,f,@,-,r,U,N,F,en
1,t,&,m,t,&,m,N,s
50,t,I,-,g,U,N,F,en
47,d,@,-,r,W,-,F,en
0,v,W,s,b,i,r,N,e
1939,n,X,-,-,@,-,F,en
30,Sp,i,-,l,@,r,M,-
0,n,I,-,g,@,r,M,-
1,b,o,-,r,a,t,N,e
6,fl,u,k,=,X,k,N,e
50,pr,o,-,t,o,n,N,en
0,Sl,I,-,N,@,l,M,-
3,fl,u,-,t,U,N,F,en
0,b,@,n,St,E,rn,M,e
7,b,@,-,r,I,n,F,en
37,Sn,a,-,b,@,l,M,U
0,t,o,-,m,a,t,M,en
0,g,e,-,b,U,N,F,en
0,k,@,r,l,&,k,M,en
0,dr,Y,-,k,U,N,F,en
4,kl,&,-,s,@,-,F,en
59,=,@,l,f,&,l,M,Ue
0,r,I,x,t,U,N,F,en
181,-,&,p,S,i,t,M,e
2,t,E,nt,-,&,mt,N,Uer
0,r,i,-,g,@,l,M,-
0,g,@,-,b,i,t,N,e
0,j,&,-,k,@,-,F,en
41,h,E,lt,n,I,s,N,e
0,d,U,rx,m,&,rS,M,Ue
8,f,E,r,tr,a,k,M,Ue
4,g,@,l,kl,U,p,M,s
0,t,&,m,p,@,n,M,-
106,-,-,-,Sl,&,xt,F,en
5,St,O,p,-,u,r,F,en
3,g,@,-,pl,&,=,M,Ue
0,f,@,-,l,U,N,F,en
79,kr,&,N,k,U,N,F,en
17,l,i,-,t,),t,F,en
4,z,@,l,b,E,rk,M,e
0,n,E,l,k,@,-,F,en
0,g,E,r,b,@,r,M,-
0,v,a,-,g,@,n,M,-
38,-,-,-,Sr,O,t,M,e
0,b,@,r,k,W,t,F,en
0,l,e,-,z,@,-,F,en
15,n,U,-,m,@,r,F,en
4,g,a,-,b,@,-,F,en
5,-,I,m,k,@,r,M,-
4,gr,U,-,p,@,-,F,en
1,St,U,n,d,@,-,F,en
0,Spr,I,N,m,B,s,F,Uer
39,-,&,n,St,&,lt,M,en
20,-,&,l,b,U,m,N,en
2,t,e,-,k,@,-,M,en
0,l,I,x,k,W,t,F,en
0,v,W,s,f,I,lm,M,e
0,p,@,-,l,U,N,F,en
0,=,W,-,g,U,N,F,en
26,m,&,n,S,&,ft,F,en
0,-,O,r,g,a,n,N,e
0,=,i,-,-,o,n,F,en
4,=,a,-,l,U,N,F,en
6,m,@,-,r,a,-,F,s
8,p,q,-,d,q,-,N,s
1,p,&,-,r,a,t,M,e
2,gr,|,-,s,@,-,F,en
502,=,i,-,-,@,-,F,en
0,n,&,l,j,@,-,F,en
0,z,i,-,-,o,n,F,en
107,t,W,l,x,@,n,N,-
0,m,o,-,t,O,r,M,en
8,l,i,-,t,i,k,F,en
0,tr,U,m+,-,&,s,N,e
705,S,q,-,s,@,-,F,en
0,v,I,-,k,@,l,M,-
4,gr,a,-,b,@,n,M,U
8,f,X,-,-,@,r,N,-
0,-,&,k,s,@,-,F,en
1,gr,e,-,g,a,t,N,e
10,m,W,n,d,@,-,F,en
1,d,e,-,p,O,rt,M,s
0,r,@,-,r,W,-,F,en
0,s,@,-,l,U,N,F,en
11,r,I,x,t,U,N,F,en
34,t,o,-,m,i,-,F,en
1,+,@,r,g,&,N,M,Ue
8,h,&,nt,v,E,rk,N,e
29,g,@,-,f,),rt,N,e
4,St,i,l,br,U,x,M,Ue
0,t,a,-,kl,U,N,F,en
0,t,@,r,l,W,n,N,-
0,-,&,r,b,W,t,F,en
0,h,O,r,x,@,r,M,-
8,d,U,Ns,gr,U,nt,M,Ue
54,h,a,-,b,@,r,M,-
157,Sv,e,r,p,U,Nkt,M,e
23,v,&,-,s,@,r,N,-
1,k,@,-,r,W,-,F,en
1,=,&,k,k,U,rs,M,e
8,l,&,r,f,@,-,F,en
8,g,&,r,t,@,n,M,U
57,g,@,-,b,o,t,N,e
0,b,@,-,r,W,-,F,en
53,=,i,-,-,o,n,F,en
18,=,u,-,f,a,rt,F,en
0,s,i,-,-,o,n,F,en
1,t,@,n,d,U,ft,M,Ue
0,=,i,-,-,o,n,F,en
16,t,@,r,t,y,r,F,en
77,-,-,-,fr,O,st,M,Ue
3,bl,),-,z,@,r,M,-
22,v,I,n,=,@,r,M,-
3,f,O,rm,h,B,s,N,Uer
1,v,I,r,k,U,N,F,en
10,b,@,-,f,&,l,M,Ue
0,f,E,-,N,@,r,M,-
1,-,E,N,k,@,l,M,-
0,=,W,-,x,@,n,N,-
90,-,-,-,b,&,nt,N,Uer
48,m,I,-,t,@,l,N,-
1,-,E,r,m,@,l,M,-
0,l,I,x,k,W,t,F,en
9,m,a,-,t,O,r,M,en
78,-,B,s,Sl,U,s,M,Ue
0,t,y,-,p,U,s,M,en
65,f,y,-,r,U,N,F,en
8,kv,E,-,l,@,-,F,en
0,l,W,-,t,@,r,M,-
1,k,o,-,l,@,-,F,en
2,r,W,-,m,@,r,M,-
1,tr,a,-,t,O,r,M,en
0,t,@,-,fr,B,-,F,en
0,N,@,-,l,W,-,F,en
0,p,@,-,r,@,r,M,-
0,S,i,-,n,@,-,F,en
12,St,&,rt,pl,&,=,M,Ue
210,h,I,n,z,I,xt,F,en
0,s,@,-,l,W,-,F,en
15,S,&,ft,l,@,r,M,-
0,z,E,lpst,l,B,t,M,e
890,f,e,-,r,E,n=,F,en
0,d,E,-,k,@,r,M,-
1,n,o,-,n,i,t,M,en
2,x,@,n,l,i,t,N,er
0,bl,y,-,t,@,r,M,-
4,St,E,-,l,U,N,F,en
1,-,-,-,skr,I,pt,N,e
0,S,@,-,Sp,i,l,N,e
2,k,&,n,t,@,-,F,en
8,g,@,-,S,E,Nk,N,e
7,-,u,-,l,a,n,M,en
0,r,&,-,t,|,r,M,e
6,k,&,-,m,@,r,F,en
0,-,&,p,pr,&,l,M,e
0,h,Y,-,dr,&,nt,M,en
27,v,&,nt,S,&,ft,F,en
7,h,E,l,f,@,r,M,-
0,m,E,s,b,&,nt,N,Uer
1,g,@,-,S,I,r,N,e
81,-,U,m,Sl,a,k,M,Ue
0,v,I,k,l,@,r,M,-
0,z,E,r,v,i,s,N,-
24,k,o,-,l,@,-,F,en
62,sk,&,n,d,a,l,M,e
1,l,a,-,g,@,-,F,en
0,kv,E,-,l,@,-,F,en
0,l,e,r,b,u,p,M,en
37,St,I,-,m,U,N,F,en
1,p,i,-,l,a,r,M,en
0,f,E,r,m,E,rk,N,e
0,-,B,f,=,u,k,M,Ue
0,l,i,-,n,e,-,N,s
0,l,E,n,t,@,-,F,en
0,m,&,-,x,@,r,M,-
0,n,i,r,t,&,n=,M,Ue
0,Sp,&,-,n,@,r,M,-
50,f,y,-,r,U,N,F,en
2,v,E,r,f,@,r,M,-
22,f,a,r,pr,W,s,M,e
2035,l,i,-,t,i,k,F,en
1,-,-,-,p,i,p,M,e
30,fl,&,N,k,@,-,F,en
0,n,a,-,d,@,-,F,en
29,-,),r=,t,I,n,F,en
0,=,W,-,x,@,n,N,-
6,g,@,-,z,&,=,M,Ue
92,v,&,-,N,@,-,F,en
0,z,@,-,l,U,N,F,en
0,t,E,n,=,@,r,M,-
6,S,a,-,b,@,-,F,en
0,gr,&,-,f,i,-,F,en
23,fl,E,S,x,@,n,N,-
2,v,I,rt,S,&,ft,F,en
1,t,a,-,l,@,-,M,en
82,b,W,-,t,@,r,M,-
45,-,e,rt,t,W,l,M,e
0,d,y,-,n,&,st,M,en
1,k,O,l,b,@,n,M,-
0,k,@,n,St,u,l,M,Ue
0,kr,o,-,m,a,t,M,e
0,d,@,-,pl,&,=,M,Ue
0,-,-,-,fl,i,s,N,e
2,m,@,n,b,B,-,M,e
2,k,o,-,n,@,-,F,en
0,n,a,-,t,O,r,M,en
165,k,U,-,+,@,r,N,-
0,t,@,r,l,W,n,N,-
0,p,&,-,r,a,t,M,e
14,d,I,-,g,U,N,F,en
0,bl,&,-,t,i,f,M,e
0,z,a,-,t,O,r,M,en
61,-,-,-,S,E,r=,M,e
103,z,i,-,-,o,n,F,en
36,g,&,st,h,B,s,N,Uer
75,z,&,-,t,@,l,M,U
0,-,E,ks,kr,e,t,N,e
353,-,-,-,t,o,n,M,Ue
15,b,@,-,Sl,a,k,M,Ue
1,-,&,n,gr,I,f,M,e
0,St,&,n=,-,&,mt,N,Uer
5,f,i,-,=,i,r,M,e
8,b,@,-,=,I,rk,M,e
0,b,@,-,tr,i,p,M,e
10,f,y,-,r,U,N,F,en
99,m,W,s,t,@,r,M,-
1,m,I,-,t,@,l,N,-
3,r,O,k,S,o,s,M,Ue
14,r,U,-,s,@,-,M,en
2,n,@,n,b,a,t,N,Uer
81,f,),-,r,@,-,F,en
3,-,e,-,k,@,r,M,s
16,-,&,n,+,I,f,M,e
1,t,o,-,kr,a,t,M,en
0,kl,),-,r,U,N,F,en
0,k,I,-,s,@,n,N,-
0,-,u,r,gr,U,nt,M,Ue
2,-,&,n,Sl,U,s,M,Ue
1,f,e,-,l,@,r,M,-
6,p,U,l,f,@,r,N,-
0,St,|,-,b,@,r,N,-
7,z,i,-,-,o,n,F,en
73,-,&,n,St,i,k,M,e
0,v,I,n,t,@,r,M,-
13,-,&,s,k,e,t,M,en
3,St,&,-,t,i,f,N,e
3,=,W,t,n,o,t,F,Ue
18,Sp,i,l,-,a,rt,F,en
14,s,@,-,-,&,mt,N,Uer
10,-,@,-,z,I,=,M,e
0,-,&,m=,v,e,k,M,e
0,b,@,r,bl,I,k,M,e
2,l,a,-,Z,@,-,F,en
0,b,i,-,-,@,r,M,-
3,g,@,-,r,U,N,F,en
5,k,/,r,p,@,r,M,-
11,Spr,E,-,x,@,r,M,-
1,g,@,-,n,U,s,M,Ue
1,x,@,n,n,E,st,N,er
51,b,&,-,l,E,t,N,e
35,t,i,f,kr,&,ft,F,Ue
2,r,o,-,n,@,-,M,en
0,l,o,-,g,@,-,M,en
0,p,&,n,S,@,r,M,-
1,dr,&,-,r,u,f,M,e
0,=,i,-,-,U,m,N,en
3,k,E,s,t,@,r,N,-
2,St,&,l,t,U,N,F,en
5,b,@,-,r,I,xt,M,e
8,n,e,-,m,@,n,N,-
18,r,a,-,t,@,-,F,en
52,kn,Y,-,p,@,l,M,-
12,t,&,-,S,@,-,F,en
23,t,o,-,t,y,p,M,en
83,=,i,-,-,o,n,F,en
3,t,i,-,n,e,-,F,en
4,n,i,-,-,@,-,F,en
5,p,i,-,l,o,t,M,en
0,tr,X,p,l,W,n,N,-
8,S,@,n,f,&,l,M,Ue
0,m,&,r,k,@,-,F,en
0,-,o,ns,St,Y,k,N,e
2,b,@,-,l,U,N,F,en
1,v,E,=,St,W,n,M,e
42,k,u,r,g,&,st,M,Ue
2,n,X,-,-,@,r,M,-
3,p,&,n,j,@,-,F,en
39,f,y,-,r,U,N,F,en
60,tr,O,-,+,@,n,M,-
2,z,E,n,j,|,r,M,s
3,t,O,r,t,u,r,F,en
0,k,&,s,t,@,n,M,U
1,=,I,k,l,W,n,N,-
1,=,W,-,x,@,n,N,-
64,-,&,p,gr,U,nt,M,Ue
0,b,&,-,k,U,s,M,-
0,k,),-,f,I,x,M,e
0,l,X,-,=,i,t,M,e
5,n,@,n,v,E,lt,F,en
3,n,o,l,Sn,I,t,M,e
0,l,e,-,g,U,N,F,en
0,m,y,-,l,@,-,F,en
8,z,i,-,r,U,N,F,en
0,z,a,l,z,&,=,M,Ue
28,pr,o,-,gr,&,m,N,e
0,g,u,-,r,&,nt,M,en
1,g,@,-,r,I,xt,N,e
0,n,@,n,k,&,m+,M,Ue
53,l,o,-,z,U,N,F,en
5,l,a,-,t,O,r,M,en
1,-,o,-,n,I,st,M,en
3,gr,W,-,f,@,r,M,-
0,kl,I,-,m,@,-,F,en
4,z,@,n,b,&,Nk,F,en
2,b,Y,-,t,@,-,F,en
18,v,E,r,b,@,-,N,-
0,p,B,s,b,&,k,M,e
0,=,i,-,r,U,N,F,en
1,n,O,rt,-,O,st,M,e
10,v,I,nt,St,o,s,M,Ue
9,l,a,-,t,O,r,M,en
1,m,a,-,d,@,-,F,en
2,z,E,-,N,@,r,M,-
2,r,i,-,m,@,n,M,-
11,z,i,-,r,U,N,F,en
6,f,u,r,v,E,rk,N,e
2,b,&,r,d,@,-,F,en
2,=,i,-,t,I,S,M,e
2,t,o,-,l,i,k,M,en
83,v,o,n,h,W,t,F,en
68,l,W,-,t,U,N,F,en
92,-,-,-,bl,W,-,M,e
0,f,i,-,r,@,r,M,-
23,t,E,r,n,@,-,F,en
2,=,i,-,-,o,n,F,en
0,m,Y,nt,l,W,n,N,-
47,t,B,-,f,@,-,F,en
0,bl,u,-,m,@,-,F,en
0,h,Y,-,l,U,N,F,en
5,-,&,n,br,U,x,M,Ue
0,z,&,-,l,a,t,M,e
5,m,B,-,-,@,r,F,en
0,n,i,-,-,@,-,F,en
0,r,&,-,t,|,r,M,e
6,f,e,-,m,i,-,F,en
2,St,&,l,t,U,N,F,en
0,-,i,-,z,o,p,M,e
1,z,I,l,b,@,-,F,en
0,z,I,n,t,@,r,M,-
20,g,@,-,f,y,l,N,e
15,f,E,r,l,U,st,M,e
42,b,i,-,n,@,-,F,en
0,d,I,-,g,@,r,M,-
9,v,i,-,t,),t,F,en
9,b,W,=,f,E,lt,N,er
1,s,y,-,r,@,r,M,-
21,tr,X,-,m,@,r,M,-
6,b,@,-,tr,i,p,M,e
47,pr,E,-,s,@,-,F,en
22,h,o,-,z,@,-,F,en
0,k,&,l,d,@,-,M,en
92,g,@,-,v,I,n,M,e
1,t,o,-,n,@,-,M,en
0,r,E,n,t,@,-,F,en
2,S,I,fs,r,U,m+,M,Ue
2,z,i,-,n,@,-,F,en
24,t,&,-,S,@,-,F,en
0,t,@,-,l,U,N,F,en
20,h,U,n,d,@,rt,N,e
0,=,I,N,k,@,n,M,-
0,l,Y,nx,m,O,rt,M,e
37,l,/,-,f,@,l,M,-
17,d,I,-,g,U,N,F,en
61,tr,E,f,p,U,Nkt,M,e
2,d,@,-,r,@,r,M,-
1,-,-,-,kl,&,m,F,en
0,=,W,t,z,I,n,M,e
2,-,a,-,d,@,r,F,en
0,r,Y,kt,h,W,t,F,en
5,kn,Y,-,l,@,r,M,-
59,-,O,r,dn,U,N,F,en
1,s,I,x,k,W,t,F,en
1,t,E,-,s,@,-,F,en
133,p,&,r,t,W,-,F,en
0,+l,&,n,=,@,-,F,en
2,k,Y,s,t,@,-,F,en
13,m,@,n,Str,B,s,M,Ue
0,n,O,-,k,@,n,M,-
9,St,&,-,t,u,r,F,en
0,d,@,-,-,a,r=t,M,Ue
2,t,&,-,r,I,st,M,en
2,x,@,n,j,a,r,N,e
5,p,O,st,d,i,nst,M,e
9,n,O,rt,l,&,nt,N,Uer
0,n,O,rt,-,O,st,M,e
0,t,i,-,r,U,N,F,en
19,t,@,l,S,I,f,N,e
3,bl,),-,z,@,r,M,-
3,d,U,s,tr,i,-,F,en
45,g,@,-,b,u,rt,F,en
6,t,W,-,l,U,N,F,en
4,-,-,-,b,Y,ks,M,e
0,z,I,s,t,E,n=,F,en
0,r,|,-,r,@,-,F,en
0,m,E,-,s,@,r,N,-
0,d,@,-,r,U,N,F,en
6,-,E,-,s,@,n,N,-
5,z,@,-,v,I,xt,M,e
3,d,@,r,dr,U,k,M,e
0,-,E,-,N,@,l,M,-
104,=,i,-,-,o,n,F,en
0,=,i,-,-,o,n,F,en
128,b,y,-,n,@,-,F,en
0,g,e,-,z,i,-,F,en
35,t,&,-,b,u,-,N,s
0,kl,&,-,s,@,-,F,en
0,v,I,-,S,@,r,M,-
14,r,e,-,g,@,r,M,-
0,z,i,-,-,o,n,F,en
0,k,u,-,x,@,n,M,-
12,d,U,Ns,k,&,m+,M,Ue
4,m,I,S,v,&,lt,M,Uer
0,b,&,l,k,@,n,M,-
9,z,E,r,v,a,t,N,e
72,b,I,r,g,@,-,N,-
0,b,i,-,-,@,r,M,-
1068,n,I,s,t,@,r,M,-
69,t,@,s,d,i,nst,M,e
4,-,E,t,v,i,-,N,s
1,=,i,-,-,E,nt,M,en
0,=,i,-,-,o,n,F,en
3,d,B,-,-,@,r,M,-
1,k,&,-,p,@,-,F,en
1,v,/,l,f,I,n,F,en
1,b,i,n,l,W,n,N,-
72,h,|,r,Sp,i,l,N,e
0,t,i,-,d,o,t,N,e
0,-,&,-,+,@,l,M,U
