@relation past-tense
@attribute frequency NUMERIC
@attribute p1 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p2 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p3 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p4 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p5 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p6 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p7 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p8 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p9 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute class { IRREG-aI-aU.,  IRREG-aI-eI.,  IRREG-aI-I.,  IRREG-aI-O:., IRREG-aI-O.,  IRREG-aI-u:.,  IRREG-aI-@U.,  IRREG-aI-V.,  IRREG-CONV., IRREG-@+d.,  IRREG-d-t.,  IRREG-E-&.,  IRREG-eI-u:.,  IRREG-eI-@U., IRREG-eI-U.,  IRREG-E-O.,  IRREG-E@-O:.,  IRREG-I-&.,  IRREG-i:-E., IRREG-i:-E+d.,  IRREG-I-eI.,  IRREG-i:-E+t.,  IRREG-i:-O:., IRREG-i:-@U.,  IRREG-I-U.,  IRREG-I-V.,  IRREG-@+ked.,  IRREG-O:-E., IRREG-OTHER.,  IRREG-O-u.,  IRREG-O:-u:.,  IRREG-@-s+ed.,  IRREG-@+t., IRREG-@U-E.,  IRREG-@U-ju:.,  IRREG-u:-O.,  IRREG-u:-@U., IRREG-@U-u:.,  IRREG-&-V.,  IRREG-V-&.,  IRREG-V-eI.,  REG.}

@data
225,=,=,=,fl,V,=,t,@,r*,REG.
1715,=,=,=,=,=,=,fl,aI,=,IRREG-aI-u:.
41,=,=,=,=,=,=,f,@U,m,REG.
403,=,=,=,f,@U,=,k,@,s,REG.
27,=,=,=,=,=,=,f,OI,l,REG.
685,=,=,=,=,=,=,f,@U,ld,REG.
5305,=,=,=,f,O,=,l,@U,=,REG.
68,=,=,=,f,O,n,dl#,=,=,REG.
155,=,=,=,=,=,=,f,u:,l,REG.
60,=,=,=,=,=,=,f,U,t,REG.
56,=,=,=,f,O,=,r,I,dZ,REG.
14,=,=,=,f,O:,=,b,E@,r*,IRREG-E@-O:.
301,=,=,=,f,@,=,b,I,d,IRREG-I-&.
2535,=,=,=,=,=,=,f,O:,s,REG.
16,=,=,=,f,O:,s,f,i:,d,IRREG-i:-E.
15,=,=,=,=,=,=,f,O:,d,REG.
188,=,=,=,f,O:,=,k,A:,st,IRREG-CONV.
188,=,=,=,f,O:,=,k,A:,st,REG.
13,=,=,=,f,O:,=,kl,@U,z,REG.
211,=,=,=,f,O:,=,s,i:,=,IRREG-OTHER.
23,f,O:,=,S,&,=,d,@U,=,REG.
12,f,O:,=,S,O:,=,tn#,=,=,REG.
62,=,=,=,f,O:,=,st,O:,l,REG.
44,=,=,=,f,O:,=,t,E,l,IRREG-OTHER.
26,=,=,=,f,O:,=,w,O:,n,REG.
55,=,=,=,f,O:,=,f,I,t,REG.
173,=,=,=,=,=,=,f,O:,dZ,REG.
3056,=,=,=,f,@,=,g,E,t,IRREG-E-O.
587,=,=,=,f,@,=,g,I,v,IRREG-I-eI.
90,=,=,=,f,O:,=,g,@U,=,IRREG-OTHER.
49,=,=,=,=,=,=,f,O:,k,REG.
2256,=,=,=,=,=,=,f,O:,m,REG.
49,f,O:,=,m,@,=,l,aI,z,REG.
233,f,O:,=,mj,U,=,l,eI,t,REG.
40,=,=,=,f,@,=,s,eI,k,IRREG-eI-U.
94,f,O:,=,t,I,=,f,aI,=,REG.
29,=,=,=,f,O:,=,w,@,d,REG.
38,f,O,=,s,I,=,l,aI,z,REG.
535,=,=,=,f,O,=,st,@,r*,REG.
53,=,=,=,=,=,=,f,aU,l,REG.
544,=,=,=,=,=,=,f,aU,nd,REG.
31,=,=,=,f,aU,n,d,@,r*,REG.
54,=,=,=,fr,&,k,tS,@,r*,REG.
81,=,=,=,fr,&,g,m,E,nt,REG.
227,=,=,=,=,=,=,fr,eI,m,REG.
51,=,=,=,=,=,=,fr,eI,=,REG.
25,=,=,=,=,=,=,fr,i:,k,REG.
365,=,=,=,=,=,=,fr,i:,=,REG.
11,=,=,=,fr,i:,=,w,i:,l,REG.
799,=,=,=,=,=,=,fr,i:,z,IRREG-i:-@U.
49,=,=,=,fr,I,=,kw,E,nt,REG.
21,=,=,=,fr,E,=,Sn#,=,=,REG.
89,=,=,=,=,=,=,fr,E,t,REG.
392,=,=,=,fr,aI,=,tn#,=,=,REG.
67,=,=,=,=,=,=,fr,I,ndZ,REG.
26,=,=,=,=,=,=,fr,I,sk,REG.
19,=,=,=,fr,O,=,l,I,k,IRREG-@+ked.
36,=,=,=,=,=,=,fr,V,nt,REG.
46,=,=,=,=,=,=,fr,O,st,REG.
26,=,=,=,=,=,=,fr,O,T,REG.
296,=,=,=,=,=,=,fr,aU,n,REG.
378,=,=,=,fr,V,=,str,eI,t,REG.
382,=,=,=,=,=,=,fr,aI,=,REG.
95,=,=,=,=,=,=,f,V,k,REG.
17,=,=,=,=,=,=,f,V,dZ,REG.
84,=,=,=,=,=,=,fj,U@,l,REG.
504,=,=,=,f,U,l,f,I,l,REG.
10,f,V,l,m,I,=,n,eI,t,REG.
156,=,=,=,f,V,m,bl#,=,=,REG.
42,=,=,=,=,=,=,fj,u:,m,REG.
233,=,=,=,f,V,Nk,Sn#,=,=,REG.
231,=,=,=,=,=,=,f,V,nd,REG.
19,=,=,=,f,V,=,nl#,=,=,REG.
17,=,=,=,=,=,=,f,3:,r*,REG.
15,=,=,=,=,=,=,f,3:,l,REG.
327,=,=,=,f,3:,=,n,I,S,REG.
28,=,=,=,f,V,=,r,@U,=,REG.
24,=,=,=,f,3:,=,D,@,r*,REG.
92,=,=,=,=,=,=,fj,u:,z,REG.
109,=,=,=,=,=,=,f,V,s,REG.
29,=,=,=,g,&,=,bl#,=,=,REG.
54,=,=,=,=,=,=,g,&,g,REG.
1567,=,=,=,=,=,=,g,eI,n,REG.
14,=,=,=,=,=,=,g,O:,l,REG.
110,=,=,=,g,&,=,l,@,p,REG.
42,g,&,l,v,@,=,n,aI,z,REG.
63,=,=,=,g,&,m,bl#,=,=,REG.
11,=,=,=,g,&,m,bl#,=,=,REG.
33,=,=,=,=,=,=,g,eI,m,REG.
121,=,=,=,=,=,=,g,eI,p,REG.
22,=,=,=,g,A:,=,bl#,=,=,REG.
54,=,=,=,g,A:,=,dn#,=,=,REG.
10,=,=,=,g,A:,=,l,@,nd,REG.
17,=,=,=,g,A:,=,n,@,r*,REG.
36,=,=,=,g,A:,=,n,I,S,REG.
48,=,=,=,=,=,=,g,&,s,REG.
14,=,=,=,=,=,=,g,&,S,REG.
285,=,=,=,=,=,=,g,A:,sp,REG.
1369,=,=,=,g,&,=,D,@,r*,REG.
66,=,=,=,=,=,=,g,eI,dZ,REG.
13,=,=,=,=,=,=,g,O:,p,REG.
552,=,=,=,=,=,=,g,eI,z,REG.
122,=,=,=,=,=,=,g,I@,r*,REG.
124,n,@,=,r,@,=,l,aI,z,REG.
662,dZ,E,=,n,@,=,r,eI,t,REG.
12,dZ,E,=,nj,u:,=,fl,E,kt,REG.
24,dZ,3:,=,m,I,=,n,eI,t,REG.
46,st,I,=,kj,U,=,l,eI,t,REG.
161,=,=,=,dZ,E,s,tS,@,r*,REG.
42717,=,=,=,=,=,=,g,E,t,IRREG-E-O.
14,=,=,=,=,=,=,g,@U,st,REG.
30,=,=,=,dZ,I,=,b,@,r*,REG.
290,=,=,=,g,I,=,gl#,=,=,REG.
80,=,=,=,=,=,=,g,I,ld,REG.
29,=,=,=,=,=,=,g,3:,d,REG.
29,=,=,=,=,=,=,g,3:,d,IRREG-d-t.
10,=,=,=,g,3:,=,dl#,=,=,REG.
22921,=,=,=,=,=,=,g,I,v,IRREG-I-eI.
10,=,=,=,gl,&,=,dn#,=,=,REG.
853,=,=,=,=,=,=,gl,A:,ns,REG.
217,=,=,=,=,=,=,gl,E@,r*,REG.
96,=,=,=,=,=,=,gl,eI,z,REG.
290,=,=,=,=,=,=,gl,i:,m,REG.
38,=,=,=,=,=,=,gl,i:,n,REG.
116,=,=,=,=,=,=,gl,aI,d,REG.
41,=,=,=,gl,I,=,m,@,r*,REG.
108,=,=,=,=,=,=,gl,I,mps,REG.
82,=,=,=,=,=,=,gl,I,nt,REG.
157,=,=,=,gl,I,=,sn#,=,=,REG.
188,=,=,=,gl,I,=,t,@,r*,REG.
28,=,=,=,=,=,=,gl,@U,t,REG.
48,gl,O:,=,r,I,=,f,aI,=,REG.
24,=,=,=,=,=,=,gl,O,s,REG.
298,=,=,=,=,=,=,gl,@U,=,REG.
60,=,=,=,gl,aU,=,=,@,r*,REG.
52,=,=,=,=,=,=,gl,u:,=,REG.
10,=,=,=,=,=,=,gl,V,t,REG.
18,=,=,=,=,=,=,n,&,S,REG.
79,=,=,=,=,=,=,n,O:,=,REG.
51830,=,=,=,=,=,=,g,@U,=,IRREG-OTHER.
41,=,=,=,=,=,=,g,@U,d,REG.
63,=,=,=,g,O,=,bl#,=,=,REG.
19,=,=,=,g,O,=,gl#,=,=,REG.
51,=,=,=,=,=,=,g,O,lf,REG.
12,=,=,=,=,=,=,g,u:,f,REG.
19,=,=,=,=,=,=,g,O:,r*,REG.
39,=,=,=,=,=,=,g,O:,dZ,REG.
97,=,=,=,g,O,=,s,I,p,REG.
44,=,=,=,=,=,=,g,aU,dZ,REG.
340,=,=,=,g,V,=,vn#,=,=,REG.
600,=,=,=,=,=,=,gr,&,b,REG.
19,=,=,=,=,=,=,gr,eI,s,REG.
135,=,=,=,=,=,=,gr,eI,d,REG.
228,gr,&,=,dj,U,=,=,eI,t,REG.
39,=,=,=,=,=,=,gr,A:,ft,REG.
785,=,=,=,=,=,=,gr,A:,nt,REG.
15,gr,&,=,nj,U,=,l,eI,t,REG.
77,=,=,=,gr,&,=,pl#,=,=,REG.
451,=,=,=,=,=,=,gr,A:,sp,REG.
83,=,=,=,=,=,=,gr,eI,t,REG.
85,gr,&,=,t,I,=,f,aI,=,REG.
16,=,=,=,gr,&,=,vl#,=,=,REG.
300,=,=,=,=,=,=,gr,eI,z,REG.
107,=,=,=,=,=,=,gr,i:,z,REG.
559,=,=,=,=,=,=,gr,i:,t,REG.
46,=,=,=,=,=,=,gr,eI,=,REG.
86,=,=,=,=,=,=,gr,i:,v,REG.
104,=,=,=,=,=,=,gr,I,l,REG.
69,=,=,=,gr,I,=,m,eI,s,REG.
479,=,=,=,=,=,=,gr,I,n,REG.
491,=,=,=,=,=,=,gr,aI,nd,IRREG-aI-aU.
261,=,=,=,=,=,=,gr,I,p,REG.
12,=,=,=,=,=,=,gr,aI,p,REG.
200,=,=,=,=,=,=,gr,@U,n,REG.
86,=,=,=,=,=,=,gr,u:,m,REG.
18,=,=,=,=,=,=,gr,u:,v,REG.
178,=,=,=,=,=,=,gr,@U,p,REG.
57,=,=,=,=,=,=,gr,aU,nd,REG.
93,=,=,=,=,=,=,gr,u:,p,REG.
21,=,=,=,gr,O,=,vl#,=,=,REG.
6112,=,=,=,=,=,=,gr,@U,=,IRREG-@U-u:.
109,=,=,=,=,=,=,gr,aU,l,REG.
32,=,=,=,=,=,=,gr,V,b,REG.
15,=,=,=,=,=,=,gr,V,dZ,REG.
151,=,=,=,gr,V,m,bl#,=,=,REG.
164,=,=,=,=,=,=,gr,V,nt,REG.
516,g,&,=,r,@,n,t,i:,=,REG.
329,=,=,=,=,=,=,g,A:,d,REG.
1384,=,=,=,=,=,=,g,E,s,REG.
19,=,=,=,g,V,=,f,O:,=,REG.
459,=,=,=,=,=,=,g,aI,d,REG.
91,=,=,=,=,=,=,g,V,lp,REG.
28,=,=,=,=,=,=,g,V,m,REG.
54,=,=,=,g,3:,=,gl#,=,=,REG.
54,=,=,=,=,=,=,g,V,S,REG.
61,=,=,=,=,=,=,g,V,t,REG.
14,=,=,=,g,V,=,t,@,r*,REG.
26,=,=,=,g,V,=,zl#,=,=,REG.
12,dZ,aI,=,=,@,=,r,eI,t,REG.
107,=,=,=,=,=,=,h,&,k,REG.
35,=,=,=,h,&,=,gl#,=,=,REG.
129,=,=,=,=,=,=,h,eI,l,REG.
34,=,=,=,h,&,=,l,@U,=,REG.
18,l,u:,=,s,I,=,n,eI,t,REG.
221,=,=,=,=,=,=,h,O:,lt,REG.
83,=,=,=,=,=,=,h,A:,v,REG.
223,=,=,=,h,&,=,m,@,r*,REG.
89,=,=,=,h,&,m,p,@,r*,REG.
15,=,=,=,h,&,m,str,I,N,IRREG-I-V.
1258,=,=,=,=,=,=,h,&,nd,REG.
20,=,=,=,h,&,nd,k,V,f,REG.
177,h,&,n,d,I,=,k,&,p,REG.
1193,=,=,=,h,&,n,dl#,=,=,REG.
264,=,=,=,=,=,=,h,&,N,REG.
2275,=,=,=,=,=,=,h,&,N,IRREG-&-V.
7838,=,=,=,h,&,=,p,@,n,REG.
29,=,=,=,h,@,=,r,&,N,REG.
145,=,=,=,h,&,=,r,@,s,REG.
65,=,=,=,h,A:,=,b,@,r*,REG.
179,=,=,=,h,A:,=,dn#,=,=,REG.
23,=,=,=,=,=,=,h,E@,r*,REG.
36,=,=,=,=,=,=,h,A:,k,REG.
181,=,=,=,=,=,=,h,A:,m,REG.
19,h,A:,=,m,@,=,n,aI,z,REG.
112,=,=,=,h,A:,=,n,I,s,REG.
31,=,=,=,h,&,=,r,@U,=,REG.
446,=,=,=,h,&,=,r,I,=,REG.
173,=,=,=,h,A:,=,v,I,st,REG.
156,=,=,=,h,eI,=,sn#,=,=,REG.
91,=,=,=,=,=,=,h,&,tS,REG.
1643,=,=,=,=,=,=,h,eI,t,REG.
237,=,=,=,=,=,=,h,O:,l,REG.
246,=,=,=,=,=,=,h,O:,nt,REG.
242066,=,=,=,=,=,=,h,&,v,IRREG-OTHER.
47,=,=,=,=,=,=,h,O:,k,REG.
22,=,=,=,h,&,=,z,@,d,REG.
10,=,=,=,=,=,=,h,eI,z,REG.
838,=,=,=,=,=,=,h,E,d,REG.
17,=,=,=,h,E,d,l,aI,n,REG.
265,=,=,=,=,=,=,h,i:,l,REG.
100,=,=,=,=,=,=,h,i:,p,REG.
9053,=,=,=,=,=,=,h,I@,r*,REG.
15,=,=,=,h,A:,=,tn#,=,=,REG.
498,=,=,=,=,=,=,h,i:,t,REG.
242,=,=,=,=,=,=,h,i:,v,REG.
23,=,=,=,=,=,=,h,i:,v,IRREG-i:-@U.
26,=,=,=,h,E,=,kl#,=,=,REG.
37,=,=,=,h,E,k,t,@,r*,REG.
58,=,=,=,=,=,=,h,E,dZ,REG.
46,=,=,=,=,=,=,h,i:,d,REG.
29,=,=,=,=,=,=,h,i:,l,REG.
108,=,=,=,h,aI,=,tn#,=,=,REG.
6956,=,=,=,=,=,=,h,E,lp,REG.
33,=,=,=,=,=,=,h,E,m,REG.
67,=,=,=,h,E,=,r,@,ld,REG.
80,=,=,=,=,=,=,h,3:,d,REG.
540,h,E,=,z,I,=,t,eI,t,REG.
18,=,=,=,=,=,=,hj,u:,=,REG.
17,h,aI,=,b,@,=,n,eI,t,REG.
18,=,=,=,h,I,=,k,V,p,REG.
1804,=,=,=,=,=,=,h,aI,d,IRREG-aI-I.
116,=,=,=,h,aI,=,l,aI,t,REG.
17,=,=,=,h,aI,=,dZ,&,k,REG.
64,=,=,=,=,=,=,h,aI,k,REG.
86,=,=,=,h,I,n,d,@,r*,REG.
52,=,=,=,=,=,=,h,I,ndZ,REG.
189,=,=,=,=,=,=,h,I,nt,REG.
555,=,=,=,h,aI,=,=,@,r*,REG.
157,=,=,=,=,=,=,h,I,s,REG.
1792,=,=,=,=,=,=,h,I,t,IRREG-CONV.
91,=,=,=,=,=,=,h,I,tS,REG.
15,=,=,=,h,I,tS,h,aI,k,REG.
15,=,=,=,=,=,=,h,aI,v,REG.
44,=,=,=,=,=,=,h,O:,d,REG.
98,=,=,=,h,O,=,bl#,=,=,REG.
40,=,=,=,=,=,=,h,@U,=,REG.
16,=,=,=,=,=,=,h,O,g,REG.
75,=,=,=,=,=,=,h,OI,st,REG.
8324,=,=,=,=,=,=,h,@U,ld,IRREG-@U-E.
35,=,=,=,=,=,=,h,@U,l,REG.
11,h,O,=,l,@,=,d,eI,=,REG.
64,=,=,=,h,O,=,l,@,r*,REG.
12,=,=,=,=,=,=,h,@U,m,REG.
20,m,O,=,dZ,@,=,n,aI,z,REG.
15,=,=,=,=,=,=,h,@U,n,REG.
44,=,=,=,=,=,=,h,O,Nk,REG.
252,=,=,=,=,O,=,n,@,r*,REG.
11,=,=,=,=,=,=,h,U,d,REG.
16,=,=,=,h,U,d,w,I,Nk,REG.
299,=,=,=,=,=,=,h,U,k,REG.
56,=,=,=,=,=,=,h,u:,t,REG.
154,=,=,=,=,=,=,h,O,p,REG.
4080,=,=,=,=,=,=,h,@U,p,REG.
244,h,O,=,r,I,=,f,aI,=,REG.
13,=,=,=,=,=,=,h,@U,z,REG.
42,p,I,=,tl#,=,=,=,=,=,REG.
14,=,=,=,=,=,=,h,@U,st,REG.
36,=,=,=,=,=,=,h,aU,nd,REG.
246,=,=,=,=,=,=,h,aU,z,REG.
214,=,=,=,h,O,=,v,@,r*,REG.
177,=,=,=,=,=,=,h,aU,l,REG.
157,=,=,=,h,V,=,dl#,=,=,REG.
14,=,=,=,=,=,=,h,V,f,REG.
203,=,=,=,=,=,=,h,V,g,REG.
200,=,=,=,=,=,=,h,V,m,REG.
42,hj,u:,=,m,@,=,n,aI,z,REG.
24,=,=,=,h,V,m,bl#,=,=,REG.
199,m,I,=,l,I,=,=,eI,t,REG.
64,=,=,=,hj,u:,=,m,@,r*,REG.
71,=,=,=,=,=,=,h,V,mp,REG.
152,=,=,=,=,=,=,h,V,ntS,REG.
22,=,=,=,h,V,N,g,@,r*,REG.
514,=,=,=,=,=,=,h,V,nt,REG.
224,=,=,=,=,=,=,h,3:,l,REG.
716,=,=,=,h,V,=,r,I,=,REG.
1204,=,=,=,=,=,=,h,3:,t,IRREG-CONV.
407,=,=,=,h,3:,=,tl#,=,=,REG.
14,=,=,=,h,V,z,b,@,nd,REG.
120,=,=,=,=,=,=,h,V,S,REG.
65,=,=,=,h,V,=,sl#,=,=,REG.
107,h,I,p,n,@,=,t,aI,z,REG.
56,=,=,=,=,=,=,=,aI,s,REG.
54,=,aI,=,d,I@,=,l,aI,z,REG.
1223,d,E,n,t,I,=,f,aI,=,REG.
34,=,=,=,=,aI,=,dl#,=,=,REG.
21,=,aI,=,d,@,=,l,aI,z,REG.
36,=,=,=,=,I,g,n,aI,t,REG.
1264,=,=,=,=,I,g,n,O:,r*,REG.
20,=,=,=,=,I,l,tr,i:,t,REG.
177,l,u:,=,m,I,=,n,eI,t,REG.
557,=,I,=,l,@,s,tr,eI,t,REG.
2221,=,I,=,m,&,=,dZ,I,n,REG.
20,=,=,=,=,I,m,b,aI,b,REG.
223,=,I,=,m,I,=,t,eI,t,REG.
84,=,=,=,=,I,=,m,3:,s,REG.
34,m,@U,=,b,I,=,l,aI,z,REG.
16,m,O:,=,t,@,=,l,aI,z,REG.
12,=,I,=,mj,u:,=,n,aI,z,REG.
12,=,=,=,=,I,m,p,&,kt,REG.
93,=,=,=,=,I,m,p,E@,r*,REG.
30,=,=,=,=,I,m,p,eI,l,REG.
99,=,=,=,=,I,m,p,A:,t,REG.
10,=,=,=,=,I,m,p,i:,tS,REG.
80,=,=,=,=,I,m,p,i:,d,REG.
56,=,=,=,=,I,m,p,E,l,REG.
17,=,I,m,p,E,=,r,@,l,REG.
22,p,3:,=,s,@,=,n,eI,t,REG.
61,=,=,=,=,I,m,pl,A:,nt,REG.
233,=,I,m,pl,I,=,m,E,nt,REG.
56,=,I,m,pl,I,=,k,eI,t,REG.
60,=,=,=,=,I,m,pl,O:,r*,REG.
826,=,=,=,=,I,m,pl,aI,=,REG.
378,=,=,=,=,I,m,p,O:,t,REG.
790,=,=,=,=,I,m,p,@U,z,REG.
